,Name,Quantity,Date,Cost,Order ID,Merchant_ID
159,19 W Cheeseburger,1.0,2018-03-28T23:07:26Z,745,i8qKZtNkc23eO9ghGslqssMF,E5PYWY39PNHTN
160,Single Dip,1.0,2018-03-28T23:15:41Z,100,ZnMBj9F9VgLLD8R8DicaKQB,E5PYWY39PNHTN
161,Large Fry,1.0,2018-03-29T15:59:17Z,595,J9wTexuczWz2kXlRaVZyCyMF,E5PYWY39PNHTN
162,Single Dip,1.0,2018-03-29T15:59:17Z,100,J9wTexuczWz2kXlRaVZyCyMF,E5PYWY39PNHTN
163,Gobbler,1.0,2018-03-29T15:59:17Z,1045,J9wTexuczWz2kXlRaVZyCyMF,E5PYWY39PNHTN
164,Diet Coke,1.0,2018-03-29T15:59:17Z,200,J9wTexuczWz2kXlRaVZyCyMF,E5PYWY39PNHTN
165,19 W Burger,1.0,2018-03-29T15:59:17Z,645,J9wTexuczWz2kXlRaVZyCyMF,E5PYWY39PNHTN
166,19 W Cheeseburger,1.0,2018-03-29T15:59:17Z,745,J9wTexuczWz2kXlRaVZyCyMF,E5PYWY39PNHTN
167,19 W Cheeseburger,1.0,2018-03-29T16:55:32Z,745,toCjUUGMugu31a3Ud6t43xMF,E5PYWY39PNHTN
168,19 W Cheeseburger,1.0,2018-03-29T16:55:32Z,745,toCjUUGMugu31a3Ud6t43xMF,E5PYWY39PNHTN
169,Large Fry,1.0,2018-03-29T16:55:32Z,595,toCjUUGMugu31a3Ud6t43xMF,E5PYWY39PNHTN
170,19 W Cheeseburger,1.0,2018-03-29T17:38:53Z,745,z2Rzr5akTEAzC6WysaLlKQB,E5PYWY39PNHTN
171,Small Fry,1.0,2018-03-29T17:38:53Z,445,z2Rzr5akTEAzC6WysaLlKQB,E5PYWY39PNHTN
172,Oinking Cow,1.0,2018-03-29T17:54:24Z,995,l1sXbzjewIJqeOPTSQewJQB,E5PYWY39PNHTN
173,Caesar Burger,1.0,2018-03-29T17:54:24Z,695,l1sXbzjewIJqeOPTSQewJQB,E5PYWY39PNHTN
174,19 W Cheeseburger,1.0,2018-03-29T17:56:59Z,745,EwFc5s4hdZMYakdG4XBl1zMF,E5PYWY39PNHTN
175,19 W Cheeseburger,1.0,2018-03-29T17:56:59Z,745,EwFc5s4hdZMYakdG4XBl1zMF,E5PYWY39PNHTN
176,Large Fry,1.0,2018-03-29T17:56:59Z,595,EwFc5s4hdZMYakdG4XBl1zMF,E5PYWY39PNHTN
177,Coca Cola,1.0,2018-03-29T17:56:59Z,200,EwFc5s4hdZMYakdG4XBl1zMF,E5PYWY39PNHTN
178,Water Bottle,1.0,2018-03-29T17:56:59Z,200,EwFc5s4hdZMYakdG4XBl1zMF,E5PYWY39PNHTN
179,19 W Cheeseburger,2.0,2018-03-29T18:22:20Z,745,sqI3es9GADSFYhRFwwm9QvMF,E5PYWY39PNHTN
180,Large Fry,1.0,2018-03-29T18:22:20Z,595,sqI3es9GADSFYhRFwwm9QvMF,E5PYWY39PNHTN
181,Eggs,1.0,2018-03-29T18:22:20Z,100,sqI3es9GADSFYhRFwwm9QvMF,E5PYWY39PNHTN
182,Theta Burger,1.0,2018-03-29T18:35:52Z,749,RTebEZKFyDvJSxdHAVU38uMF,E5PYWY39PNHTN
183,Coca Cola,2.0,2018-03-29T18:37:26Z,200,Gkmy9va8ID3vhNwWy6A1FzMF,E5PYWY39PNHTN
184,Caesar Burger,1.0,2018-03-29T22:03:15Z,695,NhGuxe6p5bXydXdgQVn3JQB,E5PYWY39PNHTN
185,Small Fry,1.0,2018-03-29T22:03:15Z,445,NhGuxe6p5bXydXdgQVn3JQB,E5PYWY39PNHTN
186,19 W Cheeseburger,1.0,2018-03-29T22:03:15Z,745,NhGuxe6p5bXydXdgQVn3JQB,E5PYWY39PNHTN
187,Oinking Cow,1.0,2018-03-29T22:03:15Z,995,NhGuxe6p5bXydXdgQVn3JQB,E5PYWY39PNHTN
188,Large Fry,1.0,2018-03-29T22:03:15Z,595,NhGuxe6p5bXydXdgQVn3JQB,E5PYWY39PNHTN
189,Ginger Ale,1.0,2018-03-29T22:03:15Z,200,NhGuxe6p5bXydXdgQVn3JQB,E5PYWY39PNHTN
190,19 W Burger,1.0,2018-03-29T22:25:01Z,645,hJLJ5S0LYunSQlyQSvKGLQB,E5PYWY39PNHTN
191,Small Fry,1.0,2018-03-29T22:25:01Z,445,hJLJ5S0LYunSQlyQSvKGLQB,E5PYWY39PNHTN
192,Oinking Cow,1.0,2018-03-29T23:08:17Z,995,VLkzFhnjZMmfi82glo4TdwMF,E5PYWY39PNHTN
193,Large Fry,1.0,2018-03-29T23:08:17Z,595,VLkzFhnjZMmfi82glo4TdwMF,E5PYWY39PNHTN
194,19 W Cheeseburger,1.0,2018-03-29T23:11:23Z,745,7l9lopVXgtnWBQyNruR5uyMF,E5PYWY39PNHTN
195,Small Fry,1.0,2018-03-29T23:11:23Z,445,7l9lopVXgtnWBQyNruR5uyMF,E5PYWY39PNHTN
196,19 W Burger,1.0,2018-03-29T23:57:03Z,645,3mLSCMuwSW3o41ifdvJHnuMF,E5PYWY39PNHTN
197,Large Fry,1.0,2018-03-29T23:57:03Z,595,3mLSCMuwSW3o41ifdvJHnuMF,E5PYWY39PNHTN
198,Oinking Cow,2.0,2018-03-29T23:57:03Z,995,3mLSCMuwSW3o41ifdvJHnuMF,E5PYWY39PNHTN
199,Oinking Cow,1.0,2018-03-30T00:07:06Z,995,bkomGX3hk9uHbxghkZN8KQB,E5PYWY39PNHTN
200,Large Fry,1.0,2018-03-30T00:07:06Z,595,bkomGX3hk9uHbxghkZN8KQB,E5PYWY39PNHTN
201,Gobbler,1.0,2018-03-30T00:39:07Z,1045,RAW6x693wN36XTYNrIdSmvMF,E5PYWY39PNHTN
202,19 W Cheeseburger,1.0,2018-03-30T15:47:52Z,745,1cDa56c5WphNQqtbbbSMWwMF,E5PYWY39PNHTN
203,Small Fry,1.0,2018-03-30T15:47:52Z,445,1cDa56c5WphNQqtbbbSMWwMF,E5PYWY39PNHTN
204,Sprite,1.0,2018-03-30T15:47:52Z,200,1cDa56c5WphNQqtbbbSMWwMF,E5PYWY39PNHTN
205,19 W Cheeseburger,1.0,2018-03-30T15:48:48Z,745,YM6QcpV49cg2IavmA4vHcvMF,E5PYWY39PNHTN
206,Coca Cola,1.0,2018-03-30T15:48:48Z,200,YM6QcpV49cg2IavmA4vHcvMF,E5PYWY39PNHTN
207,19 W Cheeseburger,1.0,2018-03-30T15:50:03Z,745,hvd2lu9cdjfbgtzgHO5oTvMF,E5PYWY39PNHTN
208,Diet Coke,1.0,2018-03-30T15:50:03Z,200,hvd2lu9cdjfbgtzgHO5oTvMF,E5PYWY39PNHTN
209,Small Fry,1.0,2018-03-30T15:50:03Z,445,hvd2lu9cdjfbgtzgHO5oTvMF,E5PYWY39PNHTN
210,Caesar Burger,1.0,2018-03-30T15:51:27Z,695,TifxYYl0sbfRP8JDmOSULQB,E5PYWY39PNHTN
211,19 W Cheeseburger,1.0,2018-03-30T15:52:32Z,745,vCjpUr1ctg3Ucj0HsyXGFtMF,E5PYWY39PNHTN
212,Large Fry,1.0,2018-03-30T15:52:32Z,595,vCjpUr1ctg3Ucj0HsyXGFtMF,E5PYWY39PNHTN
213,Dr. Pepper,1.0,2018-03-30T15:52:32Z,200,vCjpUr1ctg3Ucj0HsyXGFtMF,E5PYWY39PNHTN
214,Shroomer,1.0,2018-03-30T15:53:24Z,995,wKDIIBsfzhGpnP39zK3GHtMF,E5PYWY39PNHTN
215,Dr. Pepper,1.0,2018-03-30T15:53:24Z,200,wKDIIBsfzhGpnP39zK3GHtMF,E5PYWY39PNHTN
216,Small Fry,1.0,2018-03-30T16:05:33Z,445,CPgnemggLurHCYbqJdU7htMF,E5PYWY39PNHTN
217,19 W Cheeseburger,1.0,2018-03-30T16:05:33Z,745,CPgnemggLurHCYbqJdU7htMF,E5PYWY39PNHTN
218,Dr. Pepper,1.0,2018-03-30T16:05:33Z,200,CPgnemggLurHCYbqJdU7htMF,E5PYWY39PNHTN
219,19 W Cheeseburger,1.0,2018-03-30T16:11:30Z,745,xyAv7lyIt0aWhKDfy3kQKyMF,E5PYWY39PNHTN
220,Large Fry,1.0,2018-03-30T16:11:30Z,595,xyAv7lyIt0aWhKDfy3kQKyMF,E5PYWY39PNHTN
221,Dr. Pepper,1.0,2018-03-30T16:11:30Z,200,xyAv7lyIt0aWhKDfy3kQKyMF,E5PYWY39PNHTN
222,Rise and Shine,1.0,2018-03-30T16:13:41Z,1245,yEUbxoCgcuLl1lPVBwkCrvMF,E5PYWY39PNHTN
223,Small Fry,1.0,2018-03-30T16:13:41Z,445,yEUbxoCgcuLl1lPVBwkCrvMF,E5PYWY39PNHTN
224,Dr. Pepper,1.0,2018-03-30T16:13:41Z,200,yEUbxoCgcuLl1lPVBwkCrvMF,E5PYWY39PNHTN
225,Rise and Shine,1.0,2018-03-30T16:15:11Z,1245,WZtP8Fs9QVeunuDpHjG6kyMF,E5PYWY39PNHTN
226,Coca Cola,1.0,2018-03-30T16:15:11Z,200,WZtP8Fs9QVeunuDpHjG6kyMF,E5PYWY39PNHTN
227,Single Dip,1.0,2018-03-30T16:15:11Z,100,WZtP8Fs9QVeunuDpHjG6kyMF,E5PYWY39PNHTN
228,Shroomer,1.0,2018-03-30T16:19:03Z,995,UOoNjiFBjaYpSxUnhkgbNvMF,E5PYWY39PNHTN
229,Large Fry,1.0,2018-03-30T16:19:03Z,595,UOoNjiFBjaYpSxUnhkgbNvMF,E5PYWY39PNHTN
230,19 W Cheeseburger,1.0,2018-03-30T16:43:47Z,745,XJuFdZhnJyku1Dn21bOuuwMF,E5PYWY39PNHTN
231,Small Fry,1.0,2018-03-30T16:43:47Z,445,XJuFdZhnJyku1Dn21bOuuwMF,E5PYWY39PNHTN
232,19 W Cheeseburger,1.0,2018-03-30T16:46:06Z,745,3uSI0fJgwukk4GE8J1S4KQB,E5PYWY39PNHTN
233,Oinking Cow,1.0,2018-03-30T17:15:18Z,995,udPAm42WsHfZTTHBH0q7kxMF,E5PYWY39PNHTN
234,19 W Cheeseburger,1.0,2018-03-30T17:15:18Z,745,udPAm42WsHfZTTHBH0q7kxMF,E5PYWY39PNHTN
235,Large Fry,1.0,2018-03-30T17:15:18Z,595,udPAm42WsHfZTTHBH0q7kxMF,E5PYWY39PNHTN
236,Coca Cola,1.0,2018-03-30T17:15:18Z,200,udPAm42WsHfZTTHBH0q7kxMF,E5PYWY39PNHTN
237,Dr. Pepper,1.0,2018-03-30T17:15:18Z,200,udPAm42WsHfZTTHBH0q7kxMF,E5PYWY39PNHTN
238,19 W Cheeseburger,1.0,2018-03-30T17:22:50Z,745,O5IZ3vv1P5OKWlWoMOdo1wMF,E5PYWY39PNHTN
239,Small Fry,1.0,2018-03-30T17:22:50Z,445,O5IZ3vv1P5OKWlWoMOdo1wMF,E5PYWY39PNHTN
240,Water Bottle,1.0,2018-03-30T17:22:50Z,200,O5IZ3vv1P5OKWlWoMOdo1wMF,E5PYWY39PNHTN
241,19 W Cheeseburger,1.0,2018-03-30T18:04:31Z,745,9ztvlNAzfXwTb2ZKvY9GOtMF,E5PYWY39PNHTN
242,Theta Burger,1.0,2018-03-30T18:04:31Z,749,9ztvlNAzfXwTb2ZKvY9GOtMF,E5PYWY39PNHTN
243,Large Fry,1.0,2018-03-30T18:04:31Z,595,9ztvlNAzfXwTb2ZKvY9GOtMF,E5PYWY39PNHTN
244,Dr. Pepper,1.0,2018-03-30T18:04:31Z,200,9ztvlNAzfXwTb2ZKvY9GOtMF,E5PYWY39PNHTN
245,Ginger Ale,1.0,2018-03-30T18:04:31Z,200,9ztvlNAzfXwTb2ZKvY9GOtMF,E5PYWY39PNHTN
246,19 W Burger,1.0,2018-03-30T18:40:15Z,645,a7JRoA6kJuDz9CwmiwchduMF,E5PYWY39PNHTN
247,Sprite,1.0,2018-03-30T18:40:15Z,200,a7JRoA6kJuDz9CwmiwchduMF,E5PYWY39PNHTN
248,Small Fry,1.0,2018-03-30T18:40:15Z,445,a7JRoA6kJuDz9CwmiwchduMF,E5PYWY39PNHTN
249,Oinking Cow,1.0,2018-03-30T18:57:49Z,995,SL3FI2UsIIrNVPZRZjeXLuMF,E5PYWY39PNHTN
250,Large Fry,1.0,2018-03-30T18:57:49Z,595,SL3FI2UsIIrNVPZRZjeXLuMF,E5PYWY39PNHTN
251,Triple Dip,1.0,2018-03-30T18:57:49Z,200,SL3FI2UsIIrNVPZRZjeXLuMF,E5PYWY39PNHTN
252,Single Dip,1.0,2018-03-30T18:57:49Z,100,SL3FI2UsIIrNVPZRZjeXLuMF,E5PYWY39PNHTN
253,Avocado BLT,1.0,2018-03-30T18:57:49Z,695,SL3FI2UsIIrNVPZRZjeXLuMF,E5PYWY39PNHTN
254,19 W Cheeseburger,1.0,2018-03-30T20:51:33Z,745,o5iV0W9rbuTMTckXmMbRnyMF,E5PYWY39PNHTN
255,Large Fry,1.0,2018-03-30T20:51:33Z,595,o5iV0W9rbuTMTckXmMbRnyMF,E5PYWY39PNHTN
256,Oinking Cow,1.0,2018-03-30T20:51:33Z,995,o5iV0W9rbuTMTckXmMbRnyMF,E5PYWY39PNHTN
257,Sam Adams Seasonal (draft),1.0,2018-03-30T20:51:33Z,775,o5iV0W9rbuTMTckXmMbRnyMF,E5PYWY39PNHTN
258,Stella Artois,1.0,2018-03-30T20:51:33Z,775,o5iV0W9rbuTMTckXmMbRnyMF,E5PYWY39PNHTN
259,Oinking Cow,1.0,2018-03-30T21:08:56Z,995,fBgIePncsANx2V6aND61vxMF,E5PYWY39PNHTN
260,Small Fry,1.0,2018-03-30T21:08:56Z,445,fBgIePncsANx2V6aND61vxMF,E5PYWY39PNHTN
261,Blue Moon (draft),1.0,2018-03-30T21:08:56Z,775,fBgIePncsANx2V6aND61vxMF,E5PYWY39PNHTN
262,Corona,1.0,2018-03-30T21:08:56Z,775,fBgIePncsANx2V6aND61vxMF,E5PYWY39PNHTN
263,Avocado BLT,1.0,2018-03-30T21:08:56Z,695,fBgIePncsANx2V6aND61vxMF,E5PYWY39PNHTN
264,19 W Cheeseburger,1.0,2018-03-30T22:03:31Z,745,FC1MH0DJyIcTtGJraIb1NvMF,E5PYWY39PNHTN
265,Large Fry,1.0,2018-03-30T22:03:31Z,595,FC1MH0DJyIcTtGJraIb1NvMF,E5PYWY39PNHTN
266,19 W Cheeseburger,1.0,2018-03-30T22:03:31Z,745,FC1MH0DJyIcTtGJraIb1NvMF,E5PYWY39PNHTN
267,19 W Cheeseburger,1.0,2018-03-30T22:09:03Z,745,3hcdtQ2UtOEx6tkGiMUjGtMF,E5PYWY39PNHTN
268,Small Fry,1.0,2018-03-30T22:09:03Z,445,3hcdtQ2UtOEx6tkGiMUjGtMF,E5PYWY39PNHTN
269,Rise and Shine,1.0,2018-03-30T22:17:54Z,1245,4mAl5BwJCAi6m4LinTZ1mxMF,E5PYWY39PNHTN
270,Shroomer,1.0,2018-03-30T22:17:54Z,995,4mAl5BwJCAi6m4LinTZ1mxMF,E5PYWY39PNHTN
271,Large Fry,1.0,2018-03-30T22:17:54Z,595,4mAl5BwJCAi6m4LinTZ1mxMF,E5PYWY39PNHTN
272,19 W Cheeseburger,1.0,2018-03-30T22:26:45Z,745,tDH8u2Jb2oOwredPgxY5JQB,E5PYWY39PNHTN
273,Caesar Burger,1.0,2018-03-30T22:26:45Z,695,tDH8u2Jb2oOwredPgxY5JQB,E5PYWY39PNHTN
274,Oinking Cow,1.0,2018-03-30T22:26:45Z,995,tDH8u2Jb2oOwredPgxY5JQB,E5PYWY39PNHTN
275,Large Fry,1.0,2018-03-30T22:26:45Z,595,tDH8u2Jb2oOwredPgxY5JQB,E5PYWY39PNHTN
276,Rise and Shine,2.0,2018-03-30T22:28:09Z,1245,aRWOAKKC0svk4I3TnWVlZtMF,E5PYWY39PNHTN
277,Large Fry,1.0,2018-03-30T22:28:09Z,595,aRWOAKKC0svk4I3TnWVlZtMF,E5PYWY39PNHTN
278,Lagunitas IPA,2.0,2018-03-30T22:28:09Z,775,aRWOAKKC0svk4I3TnWVlZtMF,E5PYWY39PNHTN
279,19 W Cheeseburger,1.0,2018-03-30T22:46:58Z,745,lJjBYsQnbfLiuy0bkwKMayMF,E5PYWY39PNHTN
280,Rise and Shine,1.0,2018-03-30T22:46:58Z,1245,lJjBYsQnbfLiuy0bkwKMayMF,E5PYWY39PNHTN
281,Dr. Pepper,1.0,2018-03-30T22:46:58Z,200,lJjBYsQnbfLiuy0bkwKMayMF,E5PYWY39PNHTN
282,Small Fry,1.0,2018-03-30T22:46:58Z,445,lJjBYsQnbfLiuy0bkwKMayMF,E5PYWY39PNHTN
283,Oinking Cow,1.0,2018-03-30T22:53:41Z,995,opDhHdNeGABRVwMAELEfAtMF,E5PYWY39PNHTN
284,Large Fry,1.0,2018-03-30T22:53:41Z,595,opDhHdNeGABRVwMAELEfAtMF,E5PYWY39PNHTN
285,Single Dip,1.0,2018-03-30T22:53:41Z,100,opDhHdNeGABRVwMAELEfAtMF,E5PYWY39PNHTN
286,Oinking Cow,1.0,2018-03-30T23:03:03Z,995,JZ38bgJIvH7g7pS7fNozJQB,E5PYWY39PNHTN
287,Coca Cola,1.0,2018-03-30T23:03:03Z,300,JZ38bgJIvH7g7pS7fNozJQB,E5PYWY39PNHTN
288,Coca Cola,1.0,2018-03-30T23:04:21Z,300,t661yohv5PD6HJrQPVAtcwMF,E5PYWY39PNHTN
289,Miller Lite,1.0,2018-03-30T23:04:21Z,575,t661yohv5PD6HJrQPVAtcwMF,E5PYWY39PNHTN
290,19 W Cheeseburger,1.0,2018-03-30T23:10:28Z,745,xd8ifzcttXuywY9KNJfh8sMF,E5PYWY39PNHTN
291,Caesar Burger,1.0,2018-03-30T23:10:28Z,695,xd8ifzcttXuywY9KNJfh8sMF,E5PYWY39PNHTN
292,Coca Cola,2.0,2018-03-30T23:10:28Z,300,xd8ifzcttXuywY9KNJfh8sMF,E5PYWY39PNHTN
293,19 W Cheeseburger,1.0,2018-03-30T23:16:15Z,745,zfbWWw4RvZdra34b7fvEPwMF,E5PYWY39PNHTN
294,Small Fry,1.0,2018-03-30T23:16:15Z,445,zfbWWw4RvZdra34b7fvEPwMF,E5PYWY39PNHTN
295,Oinking Cow,1.0,2018-03-30T23:16:15Z,995,zfbWWw4RvZdra34b7fvEPwMF,E5PYWY39PNHTN
296,Small Fry,1.0,2018-03-30T23:16:15Z,445,zfbWWw4RvZdra34b7fvEPwMF,E5PYWY39PNHTN
297,Lagunitas IPA,1.0,2018-03-30T23:16:15Z,775,zfbWWw4RvZdra34b7fvEPwMF,E5PYWY39PNHTN
298,Coca Cola,1.0,2018-03-30T23:16:15Z,200,zfbWWw4RvZdra34b7fvEPwMF,E5PYWY39PNHTN
299,19 W Cheeseburger,1.0,2018-03-30T23:18:22Z,745,SRrpqruWJvs2UXB36f8VrtMF,E5PYWY39PNHTN
300,Small Fry,1.0,2018-03-30T23:18:22Z,445,SRrpqruWJvs2UXB36f8VrtMF,E5PYWY39PNHTN
301,19 W Cheeseburger,1.0,2018-03-30T23:18:22Z,745,SRrpqruWJvs2UXB36f8VrtMF,E5PYWY39PNHTN
302,Small Fry,1.0,2018-03-30T23:18:22Z,445,SRrpqruWJvs2UXB36f8VrtMF,E5PYWY39PNHTN
303,Coca Cola,1.0,2018-03-30T23:18:22Z,200,SRrpqruWJvs2UXB36f8VrtMF,E5PYWY39PNHTN
304,Miller Lite,1.0,2018-03-30T23:18:22Z,575,SRrpqruWJvs2UXB36f8VrtMF,E5PYWY39PNHTN
305,19 W Cheeseburger,1.0,2018-03-30T23:22:51Z,745,ciUzvy0pnIehllTBCbzjetMF,E5PYWY39PNHTN
306,Large Fry,1.0,2018-03-30T23:22:51Z,595,ciUzvy0pnIehllTBCbzjetMF,E5PYWY39PNHTN
307,19 W Cheeseburger,1.0,2018-03-30T23:44:13Z,745,3gBT6SLlquhRIbsdB8dKKQB,E5PYWY39PNHTN
308,Theta Burger,1.0,2018-03-30T23:48:55Z,749,Z9JiztM3fYWSHawLv3EvKQB,E5PYWY39PNHTN
309,Oinking Cow,1.0,2018-03-30T23:48:55Z,995,Z9JiztM3fYWSHawLv3EvKQB,E5PYWY39PNHTN
310,Large Fry,1.0,2018-03-30T23:48:55Z,595,Z9JiztM3fYWSHawLv3EvKQB,E5PYWY39PNHTN
311,19 W Cheeseburger,1.0,2018-03-30T23:51:07Z,745,pZ7Q4rdMAs9K87mpQgnhLQB,E5PYWY39PNHTN
312,Small Fry,1.0,2018-03-30T23:51:07Z,445,pZ7Q4rdMAs9K87mpQgnhLQB,E5PYWY39PNHTN
313,Large Fry,1.0,2018-03-30T23:52:55Z,595,fYkCuvut89oYVRyGbyOyxwMF,E5PYWY39PNHTN
314,Lagunitas IPA,1.0,2018-03-31T00:06:18Z,775,PENFtFbWyI9Q70EmAWOCKQB,E5PYWY39PNHTN
315,Miller Lite,1.0,2018-03-31T00:06:18Z,575,PENFtFbWyI9Q70EmAWOCKQB,E5PYWY39PNHTN
316,Large Fry,1.0,2018-03-31T00:08:35Z,595,l75uOYNYlJV7PFkBU7xwJQB,E5PYWY39PNHTN
